Indicator Name,Year,Angola,Arab World,Antigua and Barbuda,Bangladesh,Bahrain,Canada,Switzerland,China,Cote d'Ivoire,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan
"Agriculture, forestry, and fishing, value added (% of GDP)",2002,5.839549975,9.397170275,1.730920535,20.58413442,,1.987623221,0.933658142,13.30148771,18.73731416,26.58377932,6.261580123,8.510005177,29.37601242,8.42775029,5.945728703,0.617357971,3.788259648,2.659586723,0.900496788,,10.840012,1.781116432,6.805119218,13.49946018,10.59991094,4.794959186,8.718118397,2.287260136,11.23092289,15.40485616,1.953162752,13.60181006,3.48901744,3.553520705,38.69237169,2.071912832,20.08520204,2.672305807,13.31090991,2.010858852,15.44330204,23.22008501,5.743861639,19.24087983,35.14837706,,21.63161471,24.12493214,41.8319889,,4.987113605,6.290519557,,14.17028685,,30.88166411,1.516116661,0.088103282,12.18341274,25.37389171,4.842139128,15.84650449,4.260795043,9.761511629,11.24204287,26.10460865,28.39064607,16.31966897,24.64264728,,19.53454327,1.735308489,7.825546897,8.562671712,7.494012117,1.819547455,2.371382259,5.544304066,2.191639682,1.376490599,7.995909093,25.8539676,34.40479628,21.65499741,1.785590432,3.206802038,0.516824849,5.419131968,33.3863041,5.662926018,79.04236246,5.185299093,24.23001696,5.191418623,32.2871848,8.985081404,1.039478989,10.03914318,1.890358715,41.36693517,36.96508267,16.43011199,2.077675366,1.473840341,36.15029503,,5.852893528,1.626767694,2.320375202,4.026204269,23.06293464,6.682700145,7.523963236,13.44841341,3.685573849,37.99064819,2.725759467,26.26680998,0.533623741,,2.722890862,11.00964326,15.99928667,1.478302047,,0.256795869,11.34243769,5.565713753,30.1957335,20.1483333,5.037566906,37.66274226,13.38078013,0.0710328,30.0235634,46.85367105,5.822984198,,,9.767147703,19.79423231,,19.76536506,4.274065552,10.89067238,6.704774505,2.042899048,2.979202811,1.899677332,12.50254377,,2.693623391,25.00504172,1.0817329,13.47684701,7.571061845,29.14078136,8.69217818,22.23209789,20.93280283
"Agriculture, forestry, and fishing, value added (% of GDP)",2003,6.198384502,9.011771632,1.748065754,19.8127183,,2.053091392,0.836991886,12.34899897,20.77602022,26.05383881,6.275223939,8.328774165,29.37612727,8.840078009,5.745211859,0.588146487,3.352910421,2.440027314,0.832259436,,11.03847067,1.610785803,6.693849844,12.77209639,10.68513941,4.59173034,8.277454272,2.220646257,10.84329972,15.28670659,1.891084814,11.82992122,3.43115625,3.460192813,37.28505541,2.003327403,19.95725318,2.535766298,12.51435385,1.850164289,12.00590239,23.17162858,6.004020935,19.30150278,36.5454059,,20.7799679,26.74829049,42.34587922,,4.9997836,5.869748871,17.87780223,13.4691279,,32.11281097,1.538121755,0.075198799,11.61409852,25.27679987,3.934895242,16.72014159,3.90187439,9.663294773,11.07169124,25.340216,26.84312551,15.18534822,24.35510586,,19.59199798,1.48000382,7.451094561,8.405608293,6.423514771,1.708857202,2.357959442,5.213862004,2.466556919,1.299028224,7.862206027,25.80443937,33.62225264,23.44767607,1.780050182,2.964597278,0.454889537,5.810924234,32.08611458,5.486374897,72.2403877,4.09220702,24.17884985,5.177446514,30.12817885,9.306085216,1.188354631,10.21534323,1.74345821,41.1955263,33.82706055,15.62590256,2.059827226,1.256515167,35.10587509,,5.729332466,1.651045832,2.206562297,3.937601716,22.8647397,6.867910699,7.312919344,13.15094766,3.74108878,38.34858793,2.609803199,25.72259774,0.563162692,,2.651180796,13.00894327,16.10200182,1.505078242,,0.234640393,11.91438409,5.502946052,33.03618805,20.04598763,4.47187821,38.41661101,15.49109984,0.061134072,35.8277512,46.90233015,5.488397134,,,8.085460539,17.30402277,,17.28393065,4.135898214,10.62717814,6.479723876,1.81038353,2.252069756,1.858629632,12.38526361,,2.461447811,24.65547594,1.280013159,12.75070164,7.344106282,24.94357831,9.441354958,24.19456462,19.11960273
"Agriculture, forestry, and fishing, value added (% of GDP)",2004,6.250877905,8.092977096,1.609973946,19.26695957,,2.167813111,0.93499958,12.91664817,16.64001898,23.87935949,5.509406303,7.910983162,29.37601992,8.852408768,5.47443918,0.559760349,3.083316771,2.415394613,0.951063416,,11.19785363,1.622526497,7.020472993,13.08393393,10.00567414,4.771754882,7.632161178,2.220941963,9.691921337,14.26993612,1.863803796,10.6422743,3.128327033,3.619498686,38.67975495,2.013306177,17.38449453,2.379722597,12.34989666,1.822690944,11.87821778,21.95932333,5.467291043,16.39506123,37.95242609,,23.31419591,31.50261835,41.99168143,,4.275407568,5.014335256,16.4497605,13.0735433,,31.49373198,1.589079757,0.073123561,12.17070415,24.19749001,4.415664015,15.85052143,4.352408489,9.344399676,10.60397149,23.56332962,24.2556115,14.3357803,23.0748304,,17.81469065,1.574087272,6.889578469,6.938561306,5.283931532,1.616838919,2.347032573,4.982165255,2.497867975,1.230957484,7.122957988,24.92904109,29.9044501,24.40159283,1.782074045,2.958018544,0.404756604,5.516563068,30.52134752,3.820910296,65.04740245,3.342622913,22.91789922,5.276181078,28.873304,9.271002093,1.335106317,8.939778917,1.786860543,37.37172856,27.2304536,15.96882227,1.866287791,1.335590449,34.67635711,,5.365588545,1.70774911,1.936874874,3.612238007,23.08295419,6.438375573,6.934433062,13.98440369,3.756367057,35.96866281,3.292604901,22.19267002,0.626600481,,2.60214118,13.93335049,16.01560636,1.556028261,,0.181799294,12.70551146,4.904441948,33.89567926,18.60614673,3.868315081,34.00607686,14.20179954,0.05564899,35.5419795,49.10711046,5.727925913,,,8.530454663,15.17067264,,15.15520127,3.817935433,10.16306713,5.224880586,1.667481498,2.429630838,1.827754564,9.659472724,,3.227104375,22.43326379,1.283384555,13.06201681,7.107561292,27.34554429,9.291110139,19.22235014,18.35545923
"Agriculture, forestry, and fishing, value added (% of GDP)",2005,5.060402948,7.116350259,1.756335988,18.57103955,,1.880311458,0.818619333,11.6414956,16.06518536,21.57938225,6.104237867,7.527266702,29.37627389,8.622236946,4.363652218,0.588865493,2.738528,2.284635292,0.726955701,,11.48766129,1.145643591,7.211935284,11.92113989,9.567037899,4.617956235,6.973839933,2.041396825,9.481169299,13.98168988,1.655317911,22.60000021,2.769052264,3.287314857,41.17449856,1.769080401,16.30936301,2.278261186,12.07433135,1.680101704,11.54363688,22.42775047,4.984638611,14.76994037,37.45301293,,22.28106496,32.09063281,44.35828842,,4.284223524,2.964078807,16.94566893,12.58996769,,28.88586973,1.424564142,0.067486943,12.47092476,24.48364894,3.865424157,18.05301294,3.721386436,8.510294315,9.770012487,23.03890451,23.74477568,13.12661864,22.53402435,,17.62020695,1.033549666,6.501382209,6.886862735,4.703769222,1.882934336,2.033595483,5.186240854,2.758357982,1.111629406,6.369523016,24.2362747,28.48327836,20.47154919,1.660969914,2.619975731,0.301358018,5.00566227,28.29513534,3.579635058,66.03272919,2.51001098,20.07019672,4.977944309,27.37667823,8.262291704,1.210459642,10.36848875,1.548692485,39.28052013,26.08928283,16.13789807,1.857926275,1.35951412,33.82489668,,4.517697024,1.566852752,1.616481323,3.220581461,22.96041898,6.015579606,6.854264623,13.517547,3.702385209,,2.918942384,21.21744966,0.594971397,,2.303493354,12.71395283,15.30446259,1.39669011,,0.133258478,8.486104289,4.255916006,33.77622408,18.35492291,3.185432653,33.19992047,15.18039641,0.055048114,31.24669709,50.10287186,6.171656008,,,6.739387841,15.024557,,15.01024986,3.43227523,9.007664638,4.9193713,1.618786276,2.425202989,1.253767803,10.9717566,,3.038009153,20.29310201,1.148284495,11.90117059,6.371567886,32.12537956,9.194355282,21.1916854,18.53199709
"Agriculture, forestry, and fishing, value added (% of GDP)",2006,5.191280189,6.948911735,1.652115213,18.03401651,0.268763501,1.701018459,0.753298113,10.62576053,15.94479491,21.21006065,4.813146418,7.186769531,29.37634063,8.429828197,3.405014523,0.557540406,2.27597244,2.164955432,0.737585322,,10.50129071,1.165189899,6.85871932,11.15076206,9.296091752,4.768454616,6.086486643,1.951592324,9.408136106,13.23720253,1.548955469,24.5999999,2.411680147,3.144337837,42.52417012,1.672823604,15.78306721,2.001191461,12.37265712,1.518490643,13.7781593,22.33973951,4.911200315,11.19877592,28.33309602,,15.58456636,25.60022584,42.26040256,1.518255278,3.20123832,3.890554944,16.24524913,11.44906829,,34.00026711,1.336331157,0.062992608,11.85657915,23.61410484,3.9822705,17.71630347,3.53561117,7.999584671,9.254984567,22.38025007,22.47184996,12.97380272,22.31796404,,16.80944209,0.921152719,7.118211241,5.826032905,4.753703251,1.820734712,1.945839947,5.155826075,2.583509751,1.082496746,5.495834862,20.5196878,28.68029114,22.04191486,1.188560394,2.497470419,0.23651572,4.747473765,26.72966991,4.469734859,63.81802502,1.517644838,16.60714389,4.906447705,25.67387761,8.609982841,1.069445381,9.646471039,1.727125863,39.74507858,24.73499126,15.89979636,1.945954638,1.365562318,32.36648504,,4.983605032,1.472248983,1.401871892,2.819884816,21.60797745,5.750459096,6.60348433,13.36124911,4.132030789,20.40323706,2.691992284,19.94974751,0.590822137,,2.253137515,11.7935958,15.29247799,1.304391536,,0.121835107,7.820806587,3.861312471,30.02633333,17.47922671,2.919943136,31.82010796,13.39515159,0.048865424,30.69618906,50.91518886,6.046166567,,,6.817562637,15.14950134,,15.13570254,3.33298614,9.068806294,9.991673605,1.848296064,2.119147676,1.362220454,11.18421584,,2.782263379,21.4567969,0.972514568,11.13208324,5.657857337,29.57057194,9.401993466,21.45106693,17.19787406
"Agriculture, forestry, and fishing, value added (% of GDP)",2007,5.242278337,6.800744955,1.6058909,17.80653678,0.29227169,1.587160732,0.773162583,10.24616576,15.57874633,21.6022053,4.919811081,6.934558676,28.95664626,7.915311043,3.908101679,0.63715195,2.02354111,2.088905575,0.778860195,,10.44642308,1.174415576,6.511573911,10.96520062,9.502839421,5.088386224,5.676156376,1.976897385,9.355655707,13.42012621,1.584914869,24.26598059,2.507951827,3.925540447,42.26501219,1.70712563,15.33202041,2.380366918,11.88291024,1.612992953,12.38523824,24.98154114,4.957830803,9.195706669,27.29411448,,16.81970923,23.56619704,43.17569289,1.372884044,3.037347757,3.557082328,14.33132201,11.63760793,,30.38474275,1.357035485,0.061486979,11.91104744,24.13459771,3.697732094,19.07510628,3.486557207,7.961855595,9.142327583,22.26277965,22.47472034,13.7166831,22.10896933,,16.75011976,1.043222866,7.185568231,4.929498276,4.130106964,1.752180635,1.896287174,4.61760641,2.531468186,1.053364132,5.660291519,20.58666446,26.88021018,23.16519085,1.1552494,2.283409085,0.213317127,4.890726072,25.78814868,4.892766618,65.59815004,1.541416623,18.43251928,4.375986928,22.88248725,9.98677368,1.121940276,8.440713665,1.272001751,37.09450644,24.66257721,16.4607521,1.817110002,1.20029286,31.16441132,,6.068365538,1.508065105,1.377368456,2.628874262,21.80047244,4.846923205,6.705808385,13.60650762,3.612409797,19.60859082,3.045537377,19.77897984,0.480571207,,1.99815594,12.70973478,15.25522121,1.328883037,,0.109942375,5.501500971,3.778901706,26.06883733,17.3807602,2.74278269,35.66751437,12.24591057,0.042867997,30.81723179,52.95665109,6.993107705,,,6.119036075,15.66041938,,15.64793079,3.067832041,9.764779018,10.14762436,2.295997527,2.048070199,1.578422048,10.75417526,,2.627902522,19.45880867,0.898525216,10.94683264,5.275848366,25.61212575,9.347684701,19.43472556,18.85481481
"Agriculture, forestry, and fishing, value added (% of GDP)",2008,4.805339338,6.176807881,1.547636104,17.59569554,0.264810237,1.768273548,0.783533939,10.16904785,16.18548418,22.61867976,4.248150972,6.68738485,29.13891501,6.976960469,3.817038695,0.643381307,2.093313391,1.919927972,0.838330408,,11.5648568,0.857790957,6.335822168,11.05450636,9.364534947,5.459139267,5.55922776,2.017587624,8.965682892,12.63024009,1.528069431,16.77630738,2.368456866,3.401437135,45.18455837,1.661242098,14.94041764,2.205235117,10.69749506,1.515223,9.517319615,26.20063988,4.229842032,8.131628475,29.40809676,,15.98000719,29.77571152,46.66771695,0.89269612,2.807249908,3.767331964,14.72917501,11.33366489,,31.72756477,1.346826498,0.05417318,12.15017021,24.83659866,3.887952382,18.43261618,3.452968564,7.888385731,9.098364531,22.62000703,22.94448891,14.48174026,22.38390323,,16.79094236,0.850028644,6.122772591,3.847780195,4.78187079,1.81423627,1.874623634,4.899122156,2.877300283,1.054101767,5.315803247,22.19634016,23.48553315,24.69316269,1.223945557,2.142249743,0.160021,4.994180204,24.17648143,4.52188618,65.17456547,1.383652541,18.5594231,4.074876695,24.93235632,9.968582335,1.120692751,7.531686571,1.387632776,38.77500623,25.27975078,16.26225684,1.635048316,1.082552958,30.30571637,,5.012512803,1.50074346,1.116243337,2.293697721,22.50026603,4.495170169,7.160941146,14.51607476,3.963811484,20.17487216,2.592622267,19.37414226,0.55394391,,1.963771852,13.70283196,14.75267631,1.327629528,,0.124647567,6.30189321,3.753341188,24.78036722,17.53420853,2.29268797,36.18316332,14.68662702,0.041432188,31.53782211,54.09047919,7.090108407,,,7.44473842,16.9597606,4.195442824,16.94870745,2.738665428,9.863123862,8.929676222,2.533200864,1.827913622,1.567468766,9.999453904,,2.536321561,18.75640303,0.568829638,11.03598878,5.169434254,34.19266079,10.07243383,19.86728412,10.72164948
"Agriculture, forestry, and fishing, value added (% of GDP)",2009,6.621196764,7.781178182,1.491637243,17.10462905,0.337284357,1.549893275,0.722507577,9.636185514,15.24958164,23.6746667,5.279933275,6.689740696,30.0330064,7.049629701,3.930412371,0.458352592,1.988820322,1.756787513,0.695334317,,12.55206361,0.833588856,6.137352516,10.62753337,10.31679974,5.492485635,6.073409904,1.930612263,9.913941346,12.99794665,1.399675467,14.12422744,2.265452066,2.471168684,45.88269426,1.519226543,16.67923165,2.253682317,10.0884444,1.323161997,10.0025185,25.03219941,5.044169793,8.101301012,30.99338421,,16.36061888,31.73422579,43.99991803,1.058199791,2.804954206,4.626424528,11.58610316,11.8486079,,29.42411913,1.271796997,0.065692529,10.82504149,25.60640954,3.996503912,18.79346464,3.056445256,8.242027973,9.520459574,23.4292768,23.01486136,15.29014815,23.71172503,,16.74427016,0.558323857,6.924489615,5.229933191,5.650968766,2.154910619,1.802738541,5.472267879,3.236709882,1.082316506,6.146884987,16.25498147,18.76073747,26.61082474,1.122199488,2.240556812,0.262327765,4.877994079,24.20537708,3.950872086,58.03574661,2.158067631,19.17818215,3.880639987,25.30930213,9.219100044,1.011094859,8.148144593,1.416649322,34.78481027,26.74885451,16.06770463,1.553192647,1.236088522,31.32265206,,5.75069349,1.417225408,1.476561082,2.455694929,22.71733001,3.793243436,7.403906656,14.54021332,3.908164767,21.64346778,2.558918387,20.66010262,0.588365897,,1.950626212,10.24980165,15.00473281,1.235966251,,0.123319456,6.116432948,4.084448697,25.35736968,17.44746207,2.830444635,33.50668057,16.10773362,0.040687761,30.43243743,56.05780654,6.668590732,,,7.201488925,17.3001932,5.22004161,17.28977423,3.008469514,11.2104768,9.842075578,2.085133284,1.815913186,1.43668365,9.250385772,,2.240860427,22.79501171,0.700834699,10.60973101,5.539843005,27.18533038,9.787033759,18.5520033,10.51535297
"Agriculture, forestry, and fishing, value added (% of GDP)",2010,6.180293498,7.064173946,1.633408459,17.00118126,0.297677228,1.493236081,0.662940575,9.325176941,17.48891707,21.42849112,4.038534521,6.324853876,30.4160595,6.485189408,3.614289268,0.441001801,2.057655757,1.540596113,0.803696771,,11.46602867,1.20190857,6.057457826,10.29947412,10.25311786,5.530363462,5.99563152,2.101085715,9.733118078,13.34075916,1.530437967,,2.431134632,3.17107207,41.44682007,1.646805191,15.21314017,2.418904769,9.381897376,1.604028289,14.81371338,24.74600438,3.914454417,8.450801041,28.03873796,,17.48494873,35.19324349,45.0880468,1.061371286,2.988332844,4.513051582,13.39820997,11.23415169,,28.5284323,1.334888259,0.053368402,11.59122044,24.54776837,3.652801682,20.23269509,3.034168376,8.064526508,9.194831278,22.13931184,22.4074399,13.92921271,21.95712497,,17.02650901,0.95454071,6.499390726,5.162283547,6.284171601,1.8389379,1.775514538,5.26899732,3.575191094,1.108281081,4.51052753,17.56775989,17.44825618,24.19156117,1.26846576,2.144016322,0.451341024,4.804196887,22.59579413,3.861959367,44.80003003,1.799530011,16.7330487,3.641742191,24.63214006,10.08991593,1.074131914,8.455369441,1.344741391,35.82138796,23.89370409,16.98181799,1.778509263,1.524784952,33.17937849,,6.587915925,1.52649905,1.24729892,2.368068921,23.28158964,3.612396776,6.827997236,13.74886505,3.814824973,19.6083871,2.93453284,19.43082047,0.835524637,,1.937081961,13.320778,14.96849628,1.307286507,,0.117906612,5.178312099,3.343898249,24.31439133,17.51454565,2.619068933,31.85222111,15.94526154,0.036148989,32.46444843,52.93994507,6.981708507,,,6.602459074,15.76686639,5.293793483,15.75777802,2.883231366,11.62398657,9.472192112,1.568381926,1.893864051,1.649409934,10.15621273,,2.2347731,19.4389732,0.611309636,10.2822213,5.522671916,25.26017538,10.52217564,19.58667751,11.34054256
"Agriculture, forestry, and fishing, value added (% of GDP)",2011,5.84568088,5.42697954,1.933181839,16.80998676,0.290850277,1.765664466,0.67669983,9.177653795,18.48667149,20.91707601,3.983936192,6.091696108,30.56422084,5.599872122,3.604870271,0.331409634,2.145318718,1.982510992,0.910022424,,12.50101643,1.31213399,5.636860249,10.21911275,9.866560776,5.722878727,5.554188787,2.160087623,9.601116667,13.8691051,1.564167605,,2.373272994,3.679867959,41.24996386,1.717980117,14.82993305,2.321235568,9.217715572,1.650287193,14.42546422,26.36571736,3.43228978,9.131941583,23.66370497,,16.06974963,27.20242061,45.02245856,1.053502388,3.113751654,4.447361787,14.58080363,11.25874275,,25.6836014,1.428866871,0.048799905,14.2196558,23.01546864,3.632409036,20.0431189,3.995237682,7.940337701,8.924760014,22.03818807,22.31309115,13.51228707,21.80342237,,17.19197356,1.210476182,4.642116205,4.563773437,6.417946887,1.856412483,1.883426278,5.647286778,3.505003274,1.080271763,4.988974156,18.89471122,16.56531665,25.21787783,1.334691798,2.209199955,0.438823408,4.891860183,20.79125519,3.804609707,44.30050042,3.057668337,14.51589474,3.703647697,23.93141331,11.45335312,1.258481625,8.113627203,1.368228301,33.64676428,22.23471099,18.88430619,1.578974074,1.30483724,30.80548548,,6.284238939,1.608104768,1.100416809,2.128462141,25.12918271,3.229235879,7.100110137,14.09573515,3.758599693,19.19971137,3.196748798,17.64862873,0.792213784,,1.834016028,14.12502044,15.0755538,1.405297276,,0.09660604,5.951209743,3.150725721,23.83687127,17.85160662,2.15516255,27.84769347,12.94706104,0.034607601,32.8224368,54.78472173,7.330191907,,,7.44515092,14.73175237,4.676936817,14.72370321,2.616522306,11.64593075,8.732355383,1.881437742,2.142605668,1.670482483,9.71988392,0.119360229,2.192776295,20.64690474,0.643038814,10.20198721,5.267583189,26.25845545,11.59179178,23.83550984,8.884354558
"Agriculture, forestry, and fishing, value added (% of GDP)",2012,6.069629991,4.949507204,1.898847481,16.17756317,0.275737043,1.811345744,0.634586964,9.11371387,16.37514988,20.44106071,3.798774923,5.582687054,30.17296341,5.130841914,3.850097756,0.203180702,2.001274969,2.251185645,0.847918814,,12.01960082,1.65472753,5.401093851,10.02052421,9.623342079,5.81224865,5.215854511,2.133978295,8.642412749,11.27276527,1.564024365,,2.408292471,3.315463209,44.33094275,1.698336135,14.35624899,2.314499321,9.675778707,1.631795037,12.2216295,28.10718576,3.353697777,8.175617854,22.13115469,,16.83167319,27.39357146,46.89249801,1.055657092,3.441068646,4.832197363,16.1929018,10.72274975,,25.4400079,1.390734303,0.054686683,13.56629403,23.86709005,3.292487798,19.46990359,3.891089968,7.800039308,8.786056997,22.05446581,21.66236109,13.37397424,22.42763674,0.642657103,16.84537706,0.985493768,6.796937167,4.124271438,6.548049999,1.495884548,1.970753135,5.771440486,3.305119288,1.122853962,4.288330156,18.82972593,16.65419638,24.41434319,1.16489345,2.186185041,0.35979418,4.647633841,18.54848657,3.764530777,46.71272963,1.815593652,16.08596076,3.657270622,23.52928544,9.793750746,1.215938691,8.0544752,1.644436914,33.68099382,21.85995862,17.61219067,1.659504476,1.077275113,30.07605696,,5.517520426,1.58017948,1.015510865,2.003551219,23.71024867,3.047512101,6.725234241,13.09580701,3.6594541,19.27395077,3.008360311,17.46446974,0.803821797,,1.924107699,10.37131368,15.59486476,1.38303016,,0.094196462,4.540402567,2.926030878,24.76502968,17.3764224,2.070927285,33.77462417,14.09769235,0.033272727,33.33562744,50.76048745,6.514356254,,,6.434658119,15.39071358,6.176132174,15.38219435,2.546321308,11.82763869,8.385055373,1.9018644,1.963505529,1.547145858,10.20333564,0.119000397,1.99898516,23.43229828,0.452994591,10.00370497,4.930832639,37.37605549,11.50410015,23.32681656,8.501466802
"Agriculture, forestry, and fishing, value added (% of GDP)",2013,6.50749232,4.981030752,2.017298294,15.493278,0.274789045,1.894231512,0.662533714,8.942893962,15.34290194,19.31666763,4.260083078,5.392714954,30.78986256,4.783350933,3.924923524,0.246255628,2.036335667,2.364771166,0.942643214,1.194871772,13.98468857,1.302127587,5.304865946,9.761149193,9.700139422,6.083044508,5.106914414,2.160658365,8.769342903,11.2743496,1.602598883,,2.621495341,3.088110995,41.23950553,1.743440698,14.19558166,2.367353331,10.11310699,1.458632177,14.80160175,26.41153743,3.329080651,8.61641445,20.36984254,,17.54527212,26.22212251,44.13561101,1.19199068,3.382602759,4.835455612,15.02702344,10.3562211,,25.64757337,1.477659479,0.057288366,12.19112794,22.4769796,3.453442213,19.32749996,3.917085528,7.864991181,8.804150935,21.07025967,20.9996891,13.35669916,21.1392845,0.596599796,17.14842354,1.082917709,8.774909773,4.768439716,5.84371722,1.51936757,2.144589807,5.970479633,3.583018644,1.06671783,4.50354557,18.61655159,14.63787255,23.11824216,1.083302995,2.099047114,0.355117519,4.821956993,17.93049843,3.955399156,39.52996195,2.415485153,16.28260111,3.330586549,23.84928703,9.113363845,1.377349617,7.821464901,1.713291467,32.23501073,20.75862283,16.49179277,1.790864893,1.253035674,28.62265753,,7.03371665,1.650775011,1.142265561,1.910691715,23.83211646,2.944524001,6.668310165,12.4734251,3.73684182,19.26001935,3.246190785,16.8875451,0.826451928,,2.095482699,13.18518553,15.79609664,1.468667681,,0.096022952,5.509996867,2.993600488,24.91969608,17.53509706,2.169997582,29.60763646,13.72488038,0.034375217,33.6180364,47.98330893,5.613306559,,,7.414216373,15.32711521,9.635809346,15.31793282,2.474229675,12.33342498,8.485954891,2.222306257,1.971225204,1.466540019,10.11581049,0.07646095,2.711539148,25.10493037,0.553790713,9.744779378,4.907258709,32.9733683,11.32221534,21.32088785,8.474394207
